Datum/Zeit;timestamp_text;O3 [µg/m³];NO2 [µg/m³];PM10 [µg/m³];PM2.5 [µg/m³];CPC [1/cm³];EC [µg/m³];NOX [µg/m³];TEMP [°C];PREC [mm];RAD [W/m²];SO2 [µg/m³]
2019-03-06T19:00:00+00:00;06.03.2019 20:00;53.1;29.2;9.2;5.2;13692.9;0.4;29.0;11.8;0.0;0.0;1.2
2019-03-06T22:00:00+00:00;06.03.2019 23:00;45.8;29.9;11.1;7.5;12054.6;0.4;29.7;10.2;0.0;0.0;3.6
2019-03-06T23:00:00+00:00;07.03.2019 00:00;43.4;28.9;11.9;7.7;11904.2;0.4;28.7;9.8;0.0;0.0;5.0
2019-03-07T00:00:00+00:00;07.03.2019 01:00;36.2;31.5;13.9;9.3;9940.4;0.5;31.3;9.6;0.0;0.0;2.9
2019-03-07T04:00:00+00:00;07.03.2019 05:00;93.7;2.4;2.3;1.0;1351.6;0.0;2.0;9.0;0.1;0.0;0.5
2019-03-07T06:00:00+00:00;07.03.2019 07:00;89.0;4.7;0.8;0.3;2788.5;0.0;4.4;7.8;0.7;0.0;0.3
2019-03-07T15:00:00+00:00;07.03.2019 16:00;88.9;3.3;3.0;1.6;3091.1;0.0;3.6;11.8;0.0;443.0;0.1
2019-03-07T16:00:00+00:00;07.03.2019 17:00;90.1;3.1;3.2;1.7;2749.1;0.0;3.0;12.8;0.0;287.7;0.1
2019-03-07T18:00:00+00:00;07.03.2019 19:00;83.9;5.2;2.7;1.5;5612.7;0.1;5.0;10.1;0.0;0.8;0.1
2019-03-08T06:00:00+00:00;08.03.2019 07:00;81.0;3.1;0.6;0.3;2215.7;0.0;2.7;7.3;0.0;0.0;0.0
2019-03-08T08:00:00+00:00;08.03.2019 09:00;78.6;4.6;4.8;1.5;2668.6;0.1;4.5;7.7;0.0;95.7;0.0
2019-03-08T13:00:00+00:00;08.03.2019 14:00;87.8;2.7;7.9;2.8;2361.1;0.0;2.8;11.2;0.0;477.3;0.2
2019-03-08T14:00:00+00:00;08.03.2019 15:00;89.2;2.7;6.9;2.6;2454.7;0.1;3.0;12.0;0.0;566.0;0.1
2019-03-08T16:00:00+00:00;08.03.2019 17:00;90.0;4.2;4.8;2.6;3950.2;0.1;4.2;11.6;0.0;178.3;0.2
2019-03-08T18:00:00+00:00;08.03.2019 19:00;83.5;5.6;3.8;2.5;4418.6;0.1;5.4;9.5;0.0;2.7;0.2
2019-03-08T19:00:00+00:00;08.03.2019 20:00;75.2;7.7;4.4;3.0;6568.9;0.2;7.4;8.3;0.0;0.0;0.3
2019-03-08T21:00:00+00:00;08.03.2019 22:00;75.5;5.0;4.5;2.9;4805.6;0.1;4.8;8.4;0.0;0.0;0.2
2019-03-09T03:00:00+00:00;09.03.2019 04:00;79.5;2.5;3.3;2.4;1471.8;0.1;2.2;9.2;0.0;0.0;0.1
2019-03-09T06:00:00+00:00;09.03.2019 07:00;85.7;2.5;2.4;1.8;1793.6;0.1;2.2;9.1;0.0;0.0;0.1
2019-03-09T09:00:00+00:00;09.03.2019 10:00;76.6;6.5;2.0;1.1;5373.2;0.1;6.7;9.9;0.0;105.8;0.3
2019-03-09T12:00:00+00:00;09.03.2019 13:00;79.0;2.6;0.6;0.3;1373.2;0.0;2.4;12.2;0.0;214.8;0.1
2019-03-09T14:00:00+00:00;09.03.2019 15:00;73.4;3.0;0.9;0.6;1872.6;0.1;2.7;11.9;0.0;63.8;0.1
2019-03-09T16:00:00+00:00;09.03.2019 17:00;65.3;3.0;1.2;0.6;1952.1;0.0;2.9;11.1;0.3;140.8;0.2
2019-03-09T17:00:00+00:00;09.03.2019 18:00;64.2;2.8;0.6;0.4;1489.7;0.0;2.6;12.0;0.0;132.2;0.2
2019-03-09T19:00:00+00:00;09.03.2019 20:00;60.6;3.7;1.1;0.9;2502.6;0.1;3.5;11.9;0.0;0.0;0.2
2019-03-09T21:00:00+00:00;09.03.2019 22:00;61.2;3.3;1.2;0.9;2854.3;0.1;3.0;12.0;0.0;0.0;0.2
2019-03-09T22:00:00+00:00;09.03.2019 23:00;57.3;4.7;2.0;1.5;4341.6;0.1;4.4;11.5;0.0;0.0;0.2
2019-03-10T03:00:00+00:00;10.03.2019 04:00;50.6;5.8;1.5;1.0;4100.6;0.1;5.6;9.9;0.3;0.0;0.2
2019-03-10T04:00:00+00:00;10.03.2019 05:00;23.3;23.1;4.2;3.3;9763.3;0.3;23.2;9.3;0.8;0.0;1.5
2019-03-10T05:00:00+00:00;10.03.2019 06:00;36.6;9.5;3.7;2.8;4679.9;0.1;9.4;11.4;0.2;0.0;1.4
2019-03-10T10:00:00+00:00;10.03.2019 11:00;52.0;1.4;1.5;0.8;1120.1;0.0;1.4;13.9;0.1;155.3;0.1
2019-03-10T12:00:00+00:00;10.03.2019 13:00;54.4;1.3;1.4;0.8;970.3;0.0;1.3;14.3;0.0;489.7;0.1
2019-03-10T15:00:00+00:00;10.03.2019 16:00;76.3;1.5;2.6;1.2;1350.0;0.0;1.4;14.0;0.0;417.7;0.0
2019-03-10T19:00:00+00:00;10.03.2019 20:00;84.4;3.3;6.9;4.4;4318.2;0.1;2.9;10.0;0.0;0.0;0.0
2019-03-10T20:00:00+00:00;10.03.2019 21:00;88.0;3.5;7.3;4.3;5802.8;0.1;3.3;9.6;0.0;0.0;0.0
2019-03-10T21:00:00+00:00;10.03.2019 22:00;91.1;2.7;5.0;3.2;3845.4;0.0;2.3;8.9;0.0;0.0;0.0
2019-03-11T05:00:00+00:00;11.03.2019 06:00;86.4;2.1;7.9;4.5;2793.6;0.0;1.8;6.1;0.0;0.0;0.0
2019-03-11T09:00:00+00:00;11.03.2019 10:00;82.1;3.3;7.2;4.1;3221.5;0.1;3.1;6.4;0.0;184.7;0.1
2019-03-11T10:00:00+00:00;11.03.2019 11:00;85.7;2.7;6.0;3.2;2495.7;0.1;3.0;5.8;0.0;248.2;0.1
2019-03-11T11:00:00+00:00;11.03.2019 12:00;84.9;2.9;2.8;1.5;2281.3;0.0;2.9;4.8;0.2;254.8;0.0
2019-03-11T15:00:00+00:00;11.03.2019 16:00;85.9;3.3;3.0;1.9;3514.0;0.1;3.2;3.8;0.7;162.3;0.0
2019-03-11T16:00:00+00:00;11.03.2019 17:00;84.3;4.3;3.5;2.3;4460.6;0.1;4.2;4.4;0.0;81.0;0.2
2019-03-11T18:00:00+00:00;11.03.2019 19:00;82.4;5.1;3.8;2.6;5402.5;0.1;4.8;4.6;0.0;5.3;0.3
2019-03-12T00:00:00+00:00;12.03.2019 01:00;77.7;3.6;4.8;3.4;5131.1;0.1;3.3;3.2;0.0;0.0;0.2
2019-03-12T05:00:00+00:00;12.03.2019 06:00;35.6;30.1;7.4;5.3;14577.5;0.4;30.3;0.3;0.0;0.0;2.8
2019-03-12T07:00:00+00:00;12.03.2019 08:00;8.7;60.6;12.6;7.8;27039.2;0.6;99.2;0.3;0.0;67.0;6.7
2019-03-12T10:00:00+00:00;12.03.2019 11:00;55.1;25.1;11.3;7.1;14426.2;0.3;35.8;6.3;0.0;503.8;2.5
2019-03-12T11:00:00+00:00;12.03.2019 12:00;64.2;16.8;11.1;7.1;14539.8;0.2;23.1;8.2;0.0;622.5;1.3
2019-03-12T15:00:00+00:00;12.03.2019 16:00;75.0;15.8;8.0;4.3;15962.1;0.1;18.5;11.1;0.0;378.5;0.7
2019-03-12T16:00:00+00:00;12.03.2019 17:00;82.6;10.5;5.1;2.4;13774.7;0.1;11.5;11.9;0.0;222.0;0.7
2019-03-12T17:00:00+00:00;12.03.2019 18:00;67.3;22.7;8.1;3.1;15673.2;0.2;23.7;10.4;0.0;90.7;1.8
2019-03-12T18:00:00+00:00;12.03.2019 19:00;56.8;31.7;7.2;3.7;18196.3;0.3;31.8;8.9;0.0;5.5;3.5
2019-03-12T19:00:00+00:00;12.03.2019 20:00;54.6;32.4;7.5;4.1;19402.9;0.3;32.2;8.4;0.0;0.0;3.4
2019-03-12T20:00:00+00:00;12.03.2019 21:00;52.3;31.3;7.2;4.7;19168.3;0.4;31.1;8.2;0.0;0.0;2.7
2019-03-12T21:00:00+00:00;12.03.2019 22:00;47.8;32.4;8.4;5.9;18462.4;0.4;32.2;8.0;0.0;0.0;3.5
2019-03-13T00:00:00+00:00;13.03.2019 01:00;81.1;3.0;4.5;2.2;3116.5;0.2;2.5;7.8;1.7;0.0;0.5
2019-03-13T02:00:00+00:00;13.03.2019 03:00;95.9;1.5;0.3;0.2;932.6;0.0;1.1;4.6;0.1;0.0;0.3
2019-03-13T04:00:00+00:00;13.03.2019 05:00;91.0;1.7;0.9;0.7;832.8;0.0;1.3;4.4;0.0;0.0;0.2
2019-03-13T07:00:00+00:00;13.03.2019 08:00;87.2;4.6;1.3;0.9;3864.2;0.0;4.5;2.6;2.1;15.8;0.4
2019-03-13T09:00:00+00:00;13.03.2019 10:00;81.3;4.6;3.2;1.9;2957.0;0.1;4.8;6.0;0.0;343.2;0.3
2019-03-13T10:00:00+00:00;13.03.2019 11:00;86.5;2.6;5.1;2.9;2429.5;0.1;2.6;7.3;0.0;401.0;0.3
2019-03-13T13:00:00+00:00;13.03.2019 14:00;89.5;2.3;4.1;2.5;1775.1;0.0;2.2;7.5;0.0;454.8;0.2
2019-03-13T17:00:00+00:00;13.03.2019 18:00;82.9;4.7;3.1;1.8;3114.1;0.1;4.8;6.2;0.0;143.5;0.2
2019-03-13T21:00:00+00:00;13.03.2019 22:00;79.6;3.2;3.8;2.8;3585.3;0.1;2.8;4.9;1.5;0.0;0.2
2019-03-14T02:00:00+00:00;14.03.2019 03:00;80.5;2.5;8.2;5.6;2452.7;0.1;2.1;5.9;0.0;0.0;0.1
2019-03-14T03:00:00+00:00;14.03.2019 04:00;80.1;2.4;8.5;5.7;2499.7;0.1;2.0;5.9;0.0;0.0;0.1
2019-03-14T04:00:00+00:00;14.03.2019 05:00;79.1;2.4;9.0;6.1;2397.0;0.1;2.1;5.8;0.0;0.0;0.1
2019-03-14T06:00:00+00:00;14.03.2019 07:00;79.6;3.1;10.3;6.3;2306.4;0.1;2.5;5.4;0.0;1.2;0.2
2019-03-14T13:00:00+00:00;14.03.2019 14:00;80.7;3.8;0.3;0.2;1858.5;0.0;3.7;6.9;0.2;69.3;0.0
2019-03-14T14:00:00+00:00;14.03.2019 15:00;80.6;4.2;0.7;0.2;1836.9;0.0;4.0;6.4;1.1;43.0;0.0
2019-03-14T17:00:00+00:00;14.03.2019 18:00;78.3;3.4;0.7;0.2;1497.2;0.0;3.0;7.8;0.0;74.0;0.1
2019-03-14T18:00:00+00:00;14.03.2019 19:00;77.2;3.4;0.7;0.2;1404.8;0.0;3.1;7.4;0.2;3.2;0.1
2019-03-14T20:00:00+00:00;14.03.2019 21:00;77.6;2.7;0.7;0.3;1159.3;0.0;2.2;8.5;0.3;0.0;0.1
2019-03-14T21:00:00+00:00;14.03.2019 22:00;76.7;2.4;0.5;0.3;1252.8;0.0;2.0;8.4;0.4;0.0;0.1
2019-03-14T23:00:00+00:00;15.03.2019 00:00;74.7;2.7;0.8;0.5;1688.9;0.0;2.3;8.4;0.0;0.0;0.1
2019-03-15T07:00:00+00:00;15.03.2019 08:00;67.4;10.8;2.8;2.0;6287.5;0.1;10.6;7.4;1.1;4.8;0.2
2019-03-15T08:00:00+00:00;15.03.2019 09:00;64.2;5.6;0.8;0.4;4407.2;0.1;5.4;10.1;0.5;29.8;0.2
2019-03-15T10:00:00+00:00;15.03.2019 11:00;60.5;2.9;0.5;0.3;2391.4;0.0;3.1;11.5;0.0;61.2;0.1
2019-03-15T13:00:00+00:00;15.03.2019 14:00;59.4;2.7;1.1;0.4;3020.7;0.0;2.6;12.2;0.0;156.0;0.1
2019-03-15T15:00:00+00:00;15.03.2019 16:00;62.5;2.5;2.5;1.2;1636.5;0.0;2.2;12.3;0.0;121.0;0.1
2019-03-15T20:00:00+00:00;15.03.2019 21:00;63.4;2.3;1.0;0.6;1169.7;0.0;2.0;11.6;0.0;0.0;0.0
2019-03-16T03:00:00+00:00;16.03.2019 04:00;61.8;1.0;1.0;0.8;577.4;0.0;0.8;10.5;0.0;0.0;0.0
2019-03-16T06:00:00+00:00;16.03.2019 07:00;60.8;1.5;2.5;1.8;1058.2;0.0;1.1;10.5;0.0;0.7;0.0
2019-03-16T14:00:00+00:00;16.03.2019 15:00;66.7;2.3;2.1;1.3;5928.0;0.1;2.5;15.8;0.0;610.7;0.2
2019-03-16T17:00:00+00:00;16.03.2019 18:00;69.8;5.1;2.6;1.9;12234.4;0.1;5.2;15.1;0.0;148.0;0.1
2019-03-16T19:00:00+00:00;16.03.2019 20:00;49.4;21.1;7.0;5.2;17460.9;0.4;21.1;10.7;0.0;0.0;0.6
2019-03-16T20:00:00+00:00;16.03.2019 21:00;24.3;42.0;14.7;12.0;25329.7;0.8;45.0;9.4;0.0;0.0;1.8
2019-03-16T22:00:00+00:00;16.03.2019 23:00;11.0;39.2;12.6;10.1;18969.9;1.0;40.6;6.2;0.0;0.0;2.3
2019-03-16T23:00:00+00:00;17.03.2019 00:00;9.7;35.2;12.2;9.8;15952.1;0.9;36.6;5.4;0.0;0.0;1.4
2019-03-17T02:00:00+00:00;17.03.2019 03:00;26.9;23.6;8.2;6.7;12044.7;0.5;23.5;5.3;0.0;0.0;2.5
2019-03-17T05:00:00+00:00;17.03.2019 06:00;26.0;23.2;6.9;5.1;12084.2;0.3;23.4;3.7;0.0;0.0;3.4
2019-03-17T10:00:00+00:00;17.03.2019 11:00;72.5;11.3;5.9;3.9;7659.1;0.2;14.4;14.9;0.0;477.2;1.2
2019-03-17T11:00:00+00:00;17.03.2019 12:00;97.2;2.2;6.3;3.6;3886.4;0.1;2.2;16.0;0.0;553.0;0.6
2019-03-17T12:00:00+00:00;17.03.2019 13:00;98.9;2.2;8.7;4.8;3840.6;0.1;2.1;16.4;0.0;549.7;0.5
2019-03-17T14:00:00+00:00;17.03.2019 15:00;85.5;2.3;11.1;4.8;2471.5;0.2;2.0;11.9;0.3;114.8;0.4
2019-03-17T16:00:00+00:00;17.03.2019 17:00;91.8;2.0;1.0;0.5;1078.4;0.0;1.6;5.0;1.2;35.3;0.2
2019-03-17T18:00:00+00:00;17.03.2019 19:00;90.3;2.6;1.3;0.9;3085.0;0.0;2.4;5.5;0.0;2.0;0.2
2019-03-18T00:00:00+00:00;18.03.2019 01:00;77.0;4.5;2.5;1.7;6209.0;0.1;4.0;3.2;0.0;0.0;0.4
2019-03-18T04:00:00+00:00;18.03.2019 05:00;82.4;1.6;3.0;2.1;2517.0;0.0;1.0;3.7;1.0;0.0;0.1
2019-03-18T22:00:00+00:00;18.03.2019 23:00;58.2;11.2;4.5;3.9;9499.1;0.3;11.0;2.7;0.0;0.0;0.4
2019-03-18T23:00:00+00:00;19.03.2019 00:00;14.0;48.5;10.7;7.8;14797.5;0.7;49.5;2.2;0.0;0.0;1.6
2019-03-19T01:00:00+00:00;19.03.2019 02:00;20.5;35.2;9.8;8.3;12250.0;0.5;35.3;1.3;0.0;0.0;2.1
2019-03-19T03:00:00+00:00;19.03.2019 04:00;23.4;25.3;10.7;9.4;10931.9;0.5;25.3;0.8;0.0;0.0;3.0
2019-03-19T07:00:00+00:00;19.03.2019 08:00;4.7;44.0;18.8;15.3;17579.5;0.8;107.7;-0.8;0.0;62.7;4.0
2019-03-19T13:00:00+00:00;19.03.2019 14:00;68.5;13.2;9.3;6.8;6642.1;0.2;15.1;9.1;0.0;460.3;0.6
2019-03-19T14:00:00+00:00;19.03.2019 15:00;67.6;15.4;10.6;7.0;7934.3;0.2;16.2;8.2;0.0;114.3;0.6
2019-03-19T20:00:00+00:00;19.03.2019 21:00;20.2;49.5;30.3;11.9;18910.5;0.9;52.1;3.6;0.0;0.0;1.7
2019-03-20T00:00:00+00:00;20.03.2019 01:00;20.6;36.7;14.6;11.6;14329.6;0.9;36.6;1.0;0.0;0.0;4.4
2019-03-20T01:00:00+00:00;20.03.2019 02:00;23.2;31.2;13.3;10.7;12592.4;0.6;31.3;0.1;0.0;0.0;2.7
2019-03-20T02:00:00+00:00;20.03.2019 03:00;23.5;24.4;12.3;10.2;10483.6;0.6;24.4;-0.3;0.0;0.0;1.6
2019-03-20T04:00:00+00:00;20.03.2019 05:00;21.1;22.2;12.3;10.8;9588.4;0.5;22.3;-1.3;0.0;0.0;1.3
2019-03-20T06:00:00+00:00;20.03.2019 07:00;11.2;34.9;10.7;9.0;14133.7;0.5;38.5;-1.9;0.0;6.8;2.0
2019-03-20T10:00:00+00:00;20.03.2019 11:00;46.2;30.7;19.7;14.2;15820.4;0.5;50.0;6.8;0.0;601.7;4.8
2019-03-20T11:00:00+00:00;20.03.2019 12:00;47.8;30.5;21.3;15.5;13183.5;0.6;49.1;8.4;0.0;685.3;1.9
2019-03-20T15:00:00+00:00;20.03.2019 16:00;83.2;13.5;16.8;12.4;8357.6;0.3;15.8;12.1;0.0;503.0;0.9
2019-03-20T19:00:00+00:00;20.03.2019 20:00;71.2;26.2;11.7;6.8;13290.1;0.3;25.8;8.9;0.0;0.0;1.3
2019-03-20T20:00:00+00:00;20.03.2019 21:00;60.3;32.7;12.5;8.0;15707.6;0.4;32.5;8.4;0.0;0.0;1.4
2019-03-21T02:00:00+00:00;21.03.2019 03:00;31.2;29.4;13.6;10.8;10879.1;0.4;29.5;1.5;0.0;0.0;2.2
2019-03-21T05:00:00+00:00;21.03.2019 06:00;6.6;41.3;13.6;11.5;14669.0;0.6;45.9;-0.1;0.0;0.0;2.1
2019-03-21T13:00:00+00:00;21.03.2019 14:00;76.8;19.8;18.4;13.5;9419.3;0.4;25.3;11.6;0.0;709.8;1.3
2019-03-21T14:00:00+00:00;21.03.2019 15:00;80.2;18.6;20.2;14.0;8570.5;0.3;22.9;13.0;0.0;635.0;1.2
2019-03-21T15:00:00+00:00;21.03.2019 16:00;81.2;17.3;20.5;14.0;7622.9;0.3;20.6;13.6;0.0;507.3;1.2
2019-03-21T16:00:00+00:00;21.03.2019 17:00;80.0;18.3;18.7;13.3;7624.5;0.3;20.7;14.4;0.0;344.3;1.0
2019-03-21T17:00:00+00:00;21.03.2019 18:00;80.1;19.2;18.4;12.7;7015.6;0.3;20.1;14.0;0.0;162.8;0.9
2019-03-21T22:00:00+00:00;21.03.2019 23:00;16.7;61.7;25.8;19.2;18021.7;1.1;63.4;5.9;0.0;0.0;9.4
2019-03-21T23:00:00+00:00;22.03.2019 00:00;24.7;39.5;23.7;18.3;14070.0;1.0;39.6;3.4;0.0;0.0;3.7
2019-03-22T06:00:00+00:00;22.03.2019 07:00;19.8;43.7;22.1;17.4;16353.2;0.7;46.1;2.4;0.0;9.3;6.1
2019-03-22T13:00:00+00:00;22.03.2019 14:00;92.5;15.8;28.2;21.5;9566.2;0.4;18.6;16.1;0.0;716.5;1.8
2019-03-22T16:00:00+00:00;22.03.2019 17:00;117.9;9.0;17.4;11.9;11175.1;0.2;9.3;17.9;0.0;332.3;1.3
2019-03-22T19:00:00+00:00;22.03.2019 20:00;78.6;27.1;18.7;13.4;17566.9;1.0;26.9;12.8;0.0;0.0;1.7
2019-03-22T21:00:00+00:00;22.03.2019 22:00;75.5;19.5;19.0;14.0;9999.4;0.6;19.3;9.9;0.0;0.0;1.5
2019-03-22T23:00:00+00:00;23.03.2019 00:00;50.4;32.2;22.1;17.8;14589.2;0.9;32.1;8.0;0.0;0.0;2.4
2019-03-23T02:00:00+00:00;23.03.2019 03:00;40.2;33.6;26.1;21.4;12845.3;0.8;33.4;6.4;0.0;0.0;7.6
2019-03-23T05:00:00+00:00;23.03.2019 06:00;35.9;30.0;23.4;19.2;14196.4;0.7;30.0;4.1;0.0;0.0;8.1
2019-03-23T07:00:00+00:00;23.03.2019 08:00;39.5;25.5;23.1;19.3;11908.1;0.7;29.4;4.7;0.0;126.7;5.3
2019-03-23T09:00:00+00:00;23.03.2019 10:00;52.4;25.4;30.6;24.6;15364.4;0.7;35.4;9.8;0.0;482.8;4.4
2019-03-23T10:00:00+00:00;23.03.2019 11:00;71.5;23.6;30.2;25.2;15358.8;0.6;30.5;12.8;0.0;618.8;4.7
2019-03-23T13:00:00+00:00;23.03.2019 14:00;118.3;10.5;26.8;22.5;11871.5;0.4;11.0;18.1;0.0;709.5;1.5
2019-03-23T14:00:00+00:00;23.03.2019 15:00;123.0;8.0;18.4;14.9;11035.9;0.3;8.3;18.9;0.0;647.8;1.1
2019-03-23T15:00:00+00:00;23.03.2019 16:00;122.5;8.4;14.3;10.7;10203.3;0.2;8.9;19.1;0.0;532.3;0.9
2019-03-23T16:00:00+00:00;23.03.2019 17:00;124.3;9.6;18.4;14.2;10412.2;0.3;9.8;19.0;0.0;359.2;1.0
2019-03-23T17:00:00+00:00;23.03.2019 18:00;118.1;15.1;25.7;19.3;8860.3;0.3;15.5;18.2;0.0;166.8;1.0
2019-03-23T22:00:00+00:00;23.03.2019 23:00;78.9;17.6;44.2;38.3;13834.9;1.0;17.5;8.9;0.0;0.0;1.4
2019-03-24T05:00:00+00:00;24.03.2019 06:00;32.0;25.3;56.8;53.2;9831.4;0.9;25.3;3.2;0.0;0.0;1.6
2019-03-24T06:00:00+00:00;24.03.2019 07:00;26.7;24.2;52.1;48.1;10793.5;0.9;24.7;2.8;0.0;10.2;1.3
2019-03-24T08:00:00+00:00;24.03.2019 09:00;34.5;21.7;60.0;53.6;9025.1;0.9;29.3;6.0;0.0;276.5;2.8
2019-03-24T16:00:00+00:00;24.03.2019 17:00;125.6;9.7;28.4;24.1;5331.8;0.5;9.7;17.8;0.0;348.2;1.0
2019-03-25T00:00:00+00:00;25.03.2019 01:00;71.7;11.2;49.4;46.8;5051.0;0.6;11.1;6.6;0.0;0.0;0.8
2019-03-25T10:00:00+00:00;25.03.2019 11:00;80.9;12.5;18.8;12.9;10516.5;0.2;14.1;9.1;0.0;430.3;1.0
2019-03-25T12:00:00+00:00;25.03.2019 13:00;89.0;9.3;14.1;9.1;8108.9;0.1;10.0;10.0;0.0;369.8;0.6
2019-03-25T19:00:00+00:00;25.03.2019 20:00;78.5;13.3;9.2;4.7;15530.8;0.2;12.8;7.2;0.0;0.0;0.7
2019-03-25T20:00:00+00:00;25.03.2019 21:00;75.8;12.8;8.4;4.9;10441.2;0.3;12.4;7.1;0.0;0.0;0.8
2019-03-25T21:00:00+00:00;25.03.2019 22:00;78.4;11.7;9.5;4.9;19187.5;0.2;11.4;6.2;0.0;0.0;0.7
2019-03-26T06:00:00+00:00;26.03.2019 07:00;59.7;16.2;9.9;9.0;7392.8;0.2;16.2;3.8;0.0;9.5;0.7
2019-03-26T08:00:00+00:00;26.03.2019 09:00;54.8;25.9;11.5;7.9;11455.1;0.3;31.4;5.3;0.0;228.3;0.8
2019-03-26T12:00:00+00:00;26.03.2019 13:00;86.4;8.4;6.6;4.7;7614.2;0.3;10.0;9.4;0.0;701.0;0.6
2019-03-26T14:00:00+00:00;26.03.2019 15:00;83.5;9.3;6.8;4.9;4946.0;0.1;10.8;9.8;0.0;564.3;0.5
2019-03-26T16:00:00+00:00;26.03.2019 17:00;86.2;10.0;7.8;5.1;5648.4;0.1;11.0;10.0;0.0;315.3;0.5
2019-03-26T19:00:00+00:00;26.03.2019 20:00;65.8;21.4;10.2;8.0;11975.9;0.3;21.1;7.5;0.0;0.0;0.7
2019-03-26T20:00:00+00:00;26.03.2019 21:00;59.2;26.9;9.8;7.6;11918.4;0.4;26.7;7.2;0.0;0.0;0.8
2019-03-27T01:00:00+00:00;27.03.2019 02:00;35.0;19.0;13.3;11.3;8894.5;0.5;18.7;1.4;0.0;0.0;1.0
2019-03-27T02:00:00+00:00;27.03.2019 03:00;27.6;20.6;12.7;11.3;8839.0;0.5;20.5;0.8;0.0;0.0;1.0
2019-03-27T10:00:00+00:00;27.03.2019 11:00;42.8;33.9;35.0;21.4;20124.7;0.7;54.6;7.3;0.0;540.3;1.9
2019-03-27T22:00:00+00:00;27.03.2019 23:00;59.1;26.3;10.7;8.6;10326.3;0.4;25.9;5.6;0.0;0.0;1.3
2019-03-27T23:00:00+00:00;28.03.2019 00:00;32.3;34.5;13.7;11.4;13208.6;1.2;34.6;3.7;0.0;0.0;2.0
2019-03-28T00:00:00+00:00;28.03.2019 01:00;23.8;30.1;15.3;12.8;11978.0;0.9;30.3;2.4;0.0;0.0;1.4
2019-03-28T02:00:00+00:00;28.03.2019 03:00;24.2;23.7;13.8;11.8;9435.6;0.5;23.9;1.0;0.0;0.0;1.2
2019-03-28T03:00:00+00:00;28.03.2019 04:00;20.8;29.0;13.5;11.6;9815.0;0.5;28.8;0.5;0.0;0.0;1.6
2019-03-28T06:00:00+00:00;28.03.2019 07:00;15.3;29.9;12.9;11.2;11817.2;0.5;34.0;-0.5;0.0;20.0;1.2
2019-03-28T07:00:00+00:00;28.03.2019 08:00;16.1;32.7;16.6;13.4;16451.0;0.7;56.0;1.0;0.0;151.2;1.6
2019-03-28T08:00:00+00:00;28.03.2019 09:00;28.6;25.9;22.4;17.8;11427.8;0.7;43.1;4.0;0.0;335.3;1.6
2019-03-28T12:00:00+00:00;28.03.2019 13:00;69.3;16.7;20.1;12.3;9746.5;0.3;21.9;13.1;0.0;749.0;1.1
2019-03-28T15:00:00+00:00;28.03.2019 16:00;89.2;9.9;12.7;6.6;6962.2;0.1;11.3;16.0;0.0;537.3;0.8
2019-03-28T17:00:00+00:00;28.03.2019 18:00;92.3;11.7;9.5;5.1;6365.9;0.1;11.9;15.0;0.0;190.7;0.6
2019-03-28T21:00:00+00:00;28.03.2019 22:00;66.0;20.6;10.0;7.7;10246.3;0.3;20.2;10.7;0.0;0.0;1.1
2019-03-29T00:00:00+00:00;29.03.2019 01:00;64.7;16.0;13.3;10.6;6848.8;0.3;15.7;9.1;0.0;0.0;1.3
2019-03-29T05:00:00+00:00;29.03.2019 06:00;36.3;22.0;16.3;13.5;11161.7;0.4;21.9;4.2;0.0;0.0;1.7
2019-03-29T06:00:00+00:00;29.03.2019 07:00;22.6;35.9;16.9;13.9;15537.8;0.5;42.1;4.3;0.0;21.7;1.7
2019-03-29T14:00:00+00:00;29.03.2019 15:00;95.2;10.4;15.7;11.5;6407.9;0.2;11.5;17.0;0.0;660.5;0.9
2019-03-29T17:00:00+00:00;29.03.2019 18:00;102.8;13.1;15.0;10.2;6586.0;0.2;13.4;17.5;0.0;193.8;0.8
2019-03-29T18:00:00+00:00;29.03.2019 19:00;84.2;21.0;17.9;11.2;9606.3;0.4;21.0;16.1;0.0;30.5;1.0
2019-03-29T21:00:00+00:00;29.03.2019 22:00;34.5;40.6;25.5;18.0;18827.1;1.1;40.8;9.0;0.0;0.0;1.8
2019-03-30T01:00:00+00:00;30.03.2019 02:00;35.0;33.2;22.1;17.4;12676.3;0.7;33.1;7.2;0.0;0.0;5.6
2019-03-30T02:00:00+00:00;30.03.2019 03:00;37.0;28.0;22.4;17.3;10609.6;0.6;27.7;6.4;0.0;0.0;4.1
2019-03-30T03:00:00+00:00;30.03.2019 04:00;37.9;19.5;19.1;15.4;8684.0;0.5;19.3;4.8;0.0;0.0;2.1
2019-03-30T04:00:00+00:00;30.03.2019 05:00;35.6;24.9;20.3;16.6;10700.2;0.5;24.7;5.5;0.0;0.0;5.2
2019-03-30T05:00:00+00:00;30.03.2019 06:00;31.7;24.3;20.5;16.7;10684.3;0.5;24.3;4.2;0.0;0.0;4.3
2019-03-30T08:00:00+00:00;30.03.2019 09:00;38.2;25.0;24.5;18.5;16978.9;0.5;35.5;8.4;0.0;343.0;7.7
2019-03-30T11:00:00+00:00;30.03.2019 12:00;97.6;10.1;20.1;14.9;6609.7;0.3;11.2;16.3;0.0;735.0;1.9
2019-03-30T12:00:00+00:00;30.03.2019 13:00;113.4;7.3;18.0;13.5;8855.8;0.2;7.5;17.5;0.0;763.5;1.3
